0920000115;5,34
0920000118;5,75
0920000122;10,22
0920040004;9,5
0920060006;12,43
0920070007;18,38
0920080008;37,65
0920090009;45,88
0920900000;24,05
0931080003;6,31
0931100002;6,6
0931120003;8,09
0931150006;6,71
1000000001;9,4
1000000002;6,26
1000000108;5,22
1000000110;7,42
1000000716;7,68
1000000916;10,52
1000202000;17,93
1000202100;9,36
1000202200;7,57
1000204000;17,94
1000206000;31,51
1050000108;0,15
1050000110;0,16
1050000112;0,21
1050000115;0,3
1050000122;0,78
1060000108;0,13
1060000110;0,15
1060000112;0,16
1060000115;0,2
1060000122;0,33
1100000004;52,15
1100000007;173,92
1100000008;329,11
1100000009;222,9
1110020004;60,39
1110020006;82,92
1110020007;73,02
1110020008;101,22
1110020009;187,1
1110020010;494
1110020106;45,84
1136100002;0,61
1136100003;0,75
1136100004;1
1136100006;1,28
1136100007;1,9
1136100008;2,84
1136100009;4,64
1136100010;6,74
1136100011;15,83
1136100012;21,67
1136100204;1,02
1136101002;0,61
1136103207;2,03
1136104008;3,71
1210040004;8,06
1210060006;12,45
1210070007;23,28
1210080008;35,44
1210090009;45,87
1272051604;5239,79
1300000001;1,33
1300000002;1,16
1300000003;1,13
1300000004;0,75
1300000006;1,18
1300000007;1,86
1300000008;3,33
1300000009;5,09
1300000010;7,31
1300000011;15,16
1300000108;3,37
1300000110;4,97
1300000112;4,58
1300000115;6,33
1300000122;8,91
1310000110;7,22
1310000112;3,89
1310000115;8,24
1310000222;20,52
2000001920;10,73
2000002508;22,5
2000002676;6,5
2000004183;8,31
2000004678;6,94
2000008261;8,89
2000010344;11,5
2000066691;10,89
2000066692;48
2000066693;48
2000067864;0,38
2000067871;0,1
2000067938;0,43
2000068867;0,54
2000069412;92,6
2000070586;101,15
2000079086;69,3
2000079942;35,15
2000079945;2,13
2000079956;4,28
2000079975;2,38
2000083931;408,86
2000086316;58,13
2000086317;58,13
2000086913;13,33
2000088371;13,07
2000090181;0,09
2000090183;0,54
2000091263;62,44
2000092387;20,7
2000093069;2,9
2000098381;33,75
2000098495;1,77
2000105587;35
2000110443;39,39
2000112294;26,94
2000114786;6,84
2000116146;344,8
2000119008;8,34
2000120975;4,58
2000120976;9,96
2000131144;17,9
2000140783;8,34
2000147120;0,79
2000149845;8,51
2000159519;170,4
2000159520;170,4
2000159529;13
2000169830;30,86
2000169831;32,33
2000173448;5,62
2000173732;11,3
2000213339;4,5
2000213342;5,25
2000221603;1,3
2000227588;20,42
2000227590;0,16
2000229348;3,74
2000229525;10,71
2000236481;3,52
2000238670;10,34
2000240559;5,93
2000240598;27,14
2000241955;13,98
2000243280;52,41
2000245288;10,72
2000248180;29,27
2000248559;6,98
2000251824;1,55
2000260901;0,79
2000265045;20,7
2000266275;69,09
2000266763;97,6
2000267701;4,63
2000267702;70
2000267714;20,34
2000288491;16,48
2000289224;33,5
2000292766;48
2000292815;9,02
2000297647;14,45
2000325358;27,91
2000330021;34,12
2000330071;20,08
2000331333;0,44
2000362146;0
2000363572;3,18
2000364724;12,08
2000385313;61,8
2000385314;74,4
2000390455;14,52
2000390499;8,71
2000397517;121,98
2000505089;10,35
2000505294;1,92
2000506934;23,82
2000508884;24,84
2000508889;12,08
2000512620;33,15
2000513732;7,81
2000513932;101,28
2000513952;9,95
2000514455;42,2
2000537163;0,69
2000542026;1,57
2000561567;1,76
2000585373;4,08
2000589435;42,25
2000589437;38,4
2000592106;17,36
2000592684;5,79
2000592813;2,63
2000595393;1,05
2000595397;0,65
2000607572;30,68
2000609956;30,49
2000609958;41,25
2000611049;6,56
2000611406;8,4
2000612559;16
2000612562;25,18
2000612564;9,51
2000613150;56,5
2000616422;41,86
2000619360;11,4
2000622004;72,6
2000629571;17,02
2000641800;7,67
2000643384;10,89
2000643582;2,13
2000644249;14,29
2000649130;18,72
2000650322;6,4
2000651396;3,45
2000652750;18,04
2000656778;3,88
2000658579;83,3
2000661319;7,62
2000663773;75,89
2000665417;5,53
2000667078;38,35
2000669042;22,46
2000673393;18
2000676807;42
2000682604;17,48
2000683154;38,12
2000689052;25,04
2000689340;59,67
2000689603;22,2
2000689791;31,2
2000691902;11,57
2000692387;0
2000694094;102,78
2000695633;18,85
2000698603;30,65
2000699387;12,35
2000699831;15,49
2000699854;24,05
2000699858;4,42
2000699878;1,12
2000750899;31,5
2000759158;0
2000832934;12,16
2000960190;73,95
2001206588;7,88
2001207550;67,39
2001213826;19,4
2001229441;67,39
2001230672;3,83
2001230975;5,25
2001230976;2,8
2001232015;60,5
2001232017;11,5
2001232372;37,39
2001232373;37,39
2001233247;16,32
2001233591;14,7
2001241599;229,89
2001249088;20,42
2001249129;20,42
2001258968;0,11
2001258970;0,16
2001260954;7,95
2001261636;0,76
2001261640;0,58
2001266074;9,06
2001272653;18,5
2001277448;8,22
2001279589;29,11
2001284211;33
2001284212;35,5
2001285545;80,23
2001288698;11
2001289204;45,6
2001289733;30,97
2001292856;116,4
2001292857;83,25
2001293369;96,25
2001293372;196
2001293373;135
2001294173;5,53
2001294365;1,4
2001295066;1,68
2001295472;3,34
2001296590;30,06
2001296771;121,7
2001297588;0,96
2001297699;63,6
2001297700;63,6
2001303489;2,8
2001303492;3
2001303493;0,8
2001304788;43,68
2001304797;0,18
2001305402;0,93
2001305462;17,5
2001306107;8,37
2001306549;9,75
2001310565;134,1
2001310901;19,5
2001312159;6,3
2001314531;73,45
2001315311;30,15
2001317286;9,45
2001317409;50,05
2001317600;11,74
2001318135;46,5
2001318140;46,5
2001318141;59,5
2001318695;9,92
2001319146;520
2001320846;4,28
2001322259;7,94
2001322747;2,64
2001325876;24,23
2001327968;18
2001328177;13,13
2001328724;84,15
2001328865;7,5
2001328868;7,5
2001331730;43,88
2001331732;84,8
2001331740;254,25
2001335632;12
2001335635;92
2001335636;92
2001335637;81,77
2001336685;26,14
2001345332;21,61
2001345335;9,67
2001346986;19,99
2001347066;6,7
2001350429;9,75
2001353018;191
2001353034;3,81
2001353035;0,84
2001353115;63,05
2001354701;258,4
2001355333;941,14
2001362124;11,7
2001363024;58
2001365822;62,05
2001374002;39,16
2001376244;5,95
2001377813;4,51
2001385791;32,7
2001386122;525
2001391510;36
2001391805;79,41
2001393664;12,33
2001397764;19,5
2001397766;11,21
2001440218;72,8
2001440242;58,8
2001440243;58,8
2001445952;74,4
2001500503;3,77
2001500965;5,2
2001500979;4,94
2001657523;76,59
2010900751;4,99
2010910840;1,81
2010920201;15,9
2010947504;16,9
2011180109;9,51
2011500250;0
2011800009;7,5
2018300034;2,2
2018302885;0
2018302985;22,43
2019979448;0,72
2040067495;1,21
2045011078;0,26
2045012241;1,32
2045012258;0,99
2045012336;1,3
2045012342;3,4
2045012401;0,21
2045012498;0,59
2045012516;0,16
2045012594;0,38
2045012598;0,42
2045012620;0,7
2045012800;7,35
2045012814;0,14
2045012821;0,14
2045012844;0,14
2045012866;0,2
2045012929;0,31
2045012961;0,25
2045012972;3,45
2045013042;4,46
2045013165;23,05
2045013241;1,46
2045013256;0,16
2045013311;2,3
2045013336;1,34
2045013342;3,97
2045013401;0,26
2045013498;0,35
2045013499;0,26
2045013516;0,2
2045013597;0,58
2045013598;0,58
2045013620;0,89
2045013814;0,34
2045013821;0,27
2045013822;0,29
2045013829;0,22
2045013844;0,19
2045013913;0,22
2045013929;0,32
2045013960;0,28
2045013961;0,22
2045013972;3,56
2045113258;1,96
2101442705;34,5
2160033628;38
2160033646;134
2200138911;90,8
2220023000;14,55
2220268762;64
2220374241;792,07
2223124829;2,21
2226137526;2,61
2226137527;2,74
2226137528;2,74
2226137529;2,74
2226137534;4,16
2226137536;4,37
2226137537;4,37
2226137538;4,37
2226137564;6,05
2226137565;6,05
2226137733;6,52
2226137734;8,57
2226140912;3,9
2226140914;4,11
2236138621;66,23
2303174992;0,4
2400040002;1,02
2400040003;0,97
2400060004;0,82
2400070004;1,25
2400080007;2,25
2400090008;2,2
2400100007;4,87
2410020001;0,95
2410030001;0,95
2410030002;0,7
2410040001;0,82
2410040002;0,55
2410040003;0,51
2410040006;1,85
2410060003;1,55
2410060004;0,56
2410070004;0,85
2410070006;0,77
2410070008;8,09
2410080004;1,36
2410080006;1,25
2410080007;0,95
2410090004;1,67
2410090006;1,91
2410090007;1,36
2410090008;1,4
2410100006;3,38
2410100007;2,78
2410100008;2,87
2410100009;2,57
2410110007;5,53
2410110008;6,35
2410110009;6,05
2410110010;4,56
2410120010;5,98
2410150010;1,74
2410150012;2,27
2411150010;3,12
2432230311;1,42
2432241621;1,62
2450010002;0,65
2450020001;1,02
2450020003;2,19
2450020004;1,02
2450030001;1,25
2450030002;1,07
2450030004;1,17
2450040002;1,48
2450040003;1,16
2450040006;2,65
2450040007;6,61
2450040008;13,98
2450060003;1,46
2450060004;1,14
2450060007;5,03
2450060008;13,18
2450070004;2,07
2450070006;1,27
2450070008;10,12
2450080004;3,2
2450080006;2,78
2450080007;2,1
2450080009;15,33
2450090006;2,78
2450090007;4,77
2450090008;2,55
2450100007;3,96
2450100008;5,43
2450100009;4,89
2450110010;10,96
2450120010;14,5
2450120011;17,45
2450140012;30,35
2451220004;2,22
2460040004;2,52
2460060006;4,29
2460070007;7,19
2460080008;13,13
2460090008;21,81
2460090009;20,58
2461100002;1,58
2461100003;1,95
2461100004;2,38
2461100005;1,27
2461120002;1,18
2461120003;1,33
2461120004;1,94
2461120006;6,11
2461150003;2,83
2461150004;2,72
2461150006;8,6
2461220004;7,38
2461220006;4,79
2461220007;16,44
2470040004;1,99
2470060006;2,9
2470070007;3,8
2800000001;0,95
2800000002;0,95
2800000003;1,05
2800000004;0,55
2800000006;0,69
2800000007;1,03
2800000008;1,74
2800000009;2,06
2800000010;3,64
2800000011;6,59
2800000012;7,98
2800010001;0,76
2800020002;1,35
2800030003;1,1
2800040004;1,52
2800060006;2,77
2800070007;4,99
2800080008;9,5
2800090009;13,33
2900000001;0,65
2900000002;0,51
2900000003;0,45
2900000004;0,46
2900000006;0,58
2900000007;0,69
2900000008;1,2
2900000009;1,52
2900000010;2,49
2900000011;5,27
2900000012;6,84
2900000014;12,02
3000000001;0,97
3000000002;0,6
3000000003;0,53
3000000004;0,64
3000000006;0,81
3000000007;0,91
3000000008;1,52
3000000009;1,88
3000000010;3,2
3000000011;4,03
3000000012;4,4
3000000014;13,8
3900210020;1,06
3900260023;1,14
3900330026;1,02
3900420026;1,19
3900480026;1,56
3900600029;3,05
3900760029;3,78
3900880032;4,8
3900900018;100,63
3901020036;8,8
3901080036;9,66
3901140085;19,6
3901270040;66,82
3901590045;23,4
3911080036;5,18
3921080036;45,77
3930480033;2,9
3930600048;3
3930880076;4,62
3931330108;15,97
4060020000;368,2
4091000014;268
4091003083;268,8
4091250016;624
4091500018;761
4101000003;16
4101000004;17
4101000006;29,5
4101000007;41,5
4101000008;177,5
4101000009;165
4101000010;239
4110900002;3,85
4110900003;3,85
4110900004;3,9
4110900006;5,9
4110900007;8,5
4110900008;21,26
4110900009;30,83
4110900010;33
4110900011;118,5
4111000004;79,05
4111000007;95,45
4111612008;150
4111612018;44,93
4113400011;42,48
4113400012;166,42
4113400014;1
4120000018;132,89
4120000118;30,83
4120020018;36,14
4120141618;204,08
4122200002;3,31
4122200003;15,78
4122200004;10,5
4122200006;13,05
4122200007;29,04
4122200008;32
4122200009;14,6
4122200010;21,34
4122200011;32,28
4122200012;42,71
4122200014;85,92
4130000004;18,55
4130000009;77
4130000010;85,5
4130030004;17,34
4130030006;37,46
4130030007;55,88
4130030009;88,57
4130030014;232,45
4140540050;0
4140540063;5
4141000004;123,2
4141000006;152,6
4141000008;135
4144040050;19,05
4151000006;29,76
4160000000;2,36
4160000010;85
4160000020;87,12
4160000021;45,38
4160000023;94,32
4160000025;161,25
4160000026;56,72
4160000030;171
4160000031;68,07
4160000038;145,52
4160000039;86,22
4160000040;210
4160000041;86,22
4160000048;178,32
4160000049;108,91
4160000050;266,25
4160000058;399,33
4160000059;157,92
4160000060;330
4160000061;167,9
4160000062;218,12
4160000070;633,75
4160000071;190,59
4160000081;678,5
4160000091;290,42
4160000100;435
4160000101;926,25
4160000121;372,1
4160000151;499,16
4160000155;589,91
4160001180;350
4160001190;410
4160011125;650
4160253705;180
4160300045;210,75
4160400060;290,25
4160500075;396
4160601190;365
4160610091;231,43
4160701050;445
4160710106;272,27
4160801200;480
4161000025;49,6
4161000030;88
4161000040;88
4164336657;3,33
4201120000;5,73
4201120050;81,71
4201120075;87,78
4201120100;91,41
4201120150;131,44
4201121000;12,6
4202120016;25,58
4202120075;96,87
4202120100;163,67
4202120150;173,63
4202121000;39,75
4203000000;6,35
4203000040;170,64
4203001040;57,85
4203002040;6,96
4203120000;38,45
4203120002;1,53
4203120200;230,59
4203120201;25,18
4203120218;29,59
4203120300;289,6
4213300000;56,6
4213300012;0,42
4213300104;192,44
4213301000;43,15
4213302000;39,62
4213312030;1,57
4213312579;0,57
4213312580;1,36
4500000001;45
4500000002;17,13
4500000200;4,19
4500000201;12,6
4500000202;4,6
4500000203;5,2
4500000204;4,04
4500000220;3,05
4500000221;4,61
4500000222;7,77
4500001457;13,12
4500100046;2,6
4500200224;16,88
4510006050;21,71
4510007060;49,86
4510010110;0,46
4510010112;0,5
4510010215;0,38
4510010322;0,59
4510010325;0,59
4510010538;1,21
4510010542;1,21
4510020110;0,14
4510020112;0,14
4510020215;0,14
4510020322;0,22
4510020325;0,16
4510020538;0,18
4510020542;1,96
4510030110;0,58
4510030112;0,58
4510030215;0,65
4510030322;0,69
4510030325;1,07
4510030538;0,48
4510030542;0,72
4520000001;8,76
4520000012;64,54
4520000034;67,12
4520000508;71,5
4520000666;0,9
4520000908;15,42
4520001003;15,93
4520001014;583
4520001050;772
4520001051;14,48
4520001180;716,06
4520002000;55,16
4520002001;4,08
4520002011;102,08
4520002012;138,91
4520003055;392,08
4520003056;450,08
4520010001;47,56
4520012011;102,08
4520030012;106,89
4520030014;0,12
4520030034;110,88
4520030545;0,38
4520032014;119,75
4520032016;140,07
4520032020;124,47
4520032025;171,39
4520040122;1,12
4520040200;2,21
4520043510;1,12
4520082000;5,74
4520100002;0,37
4520100003;0,23
4520100004;0,43
4520100006;0,51
4520100007;0,83
4520100008;1,88
4520100009;2,1
4520112560;1311,51
4520113000;1396,1
4520122000;8,24
4520123000;1378,35
4520133841;1451,26
4520134241;1825,68
4520134641;1801,15
4520400070;27,34
4520500000;718
4520572393;3,81
4520670851;29,82
4520900003;17,99
4520900004;2,41
4520900130;1781,55
4520902828;442,16
4520905530;2648,94
4520907503;2647,8
4520912847;205,95
4520962997;273
4520962998;174,71
4520962999;136,13
4520963000;108,45
4521000012;8,44
4521000034;6,28
4521030012;7,35
4521030034;14,27
4521040202;383,02
4521210099;825
4521510111;25,34
4521510113;36,03
4521511154;32,67
4521511277;27,86
4522000090;1,79
4522043510;0,67
4522140002;5,63
4522535500;18,62
4522570000;6,21
4522800071;16,76
4523000002;8,82
4523000003;9,74
4523000004;1,32
4523000005;10,73
4523293353;0,34
4523531393;1,36
4523770353;0,07
4524000012;7,55
4524100420;152,24
4524800001;32,02
4524800002;3,4
4524800003;10,47
4524800004;371,19
4524800005;764,27
4524800006;1,77
4524800007;763,5
4524800008;2,67
4524800009;1,74
4524800010;51,91
4524800011;126,02
4524800012;33,12
4524800050;11
4525000305;733,13
4526000038;281,12
4526010038;235,06
4526500065;1677,94
4526500067;36,95
4526500165;302,25
4527972926;205,65
4527972927;9,84
4527972928;12,6
4529250000;505,67
4551010508;5,31
4551010560;5,3
4551010600;5,3
4551010650;5,3
4551010710;5,3
4551010750;5,3
4551010800;5,3
4551010914;5,88
4551011060;5,89
4551022060;22,07
4551022120;17,98
4551030825;5,13
4551031037;6,47
4551031060;9,3
4551031207;10,1
4551031232;10,1
4551031320;10,91
4551031400;16,26
4551031500;17,44
4551031700;19,73
4551031701;13,85
4551031800;14,6
4551031801;20,8
4551032000;24,7
4551032020;25,33
4551032120;26,09
4551032240;24,6
4551032241;18,76
4551032360;29,08
4551032361;19,57
4551032500;30,85
4551035080;5,04
4551300782;6,69
4551300882;7,32
4551301457;12,55
4551302000;17,33
4551302932;8,07
4600001664;34,94
4600002664;184
4600003664;90,76
4600004664;58,99
4600031024;591,78
4600040124;658
4600240280;125
4600240281;15,88
4600240305;159
4600240306;22
4600690664;2495,79
5021200070;376,2
5024200290;358,8
5031200230;73,8
5064100220;1974
5100211928;180,14
5101616777;8,86
5101616783;11,87
5242000280;321,6
5401195059;90,3
5401251016;0,45
5401251054;0,45
5403011288;196,03
5403011318;183,78
5405069832;158,82
5405122150;426,93
5405122158;362,9
5405122208;1622,27
5405127377;183,82
5405127715;190,48
5405241137;104,01
5407840730;127,87
5407841144;116,08
5410004006;68,97
5410004109;2,41
5411300311;161,67
5411350313;67,25
5411380612;118
5411460510;53,43
5411460522;112,31
5412470001;70,11
5413010321;0,33
5413042530;19,85
5413050401;86,37
5413810351;11,2
5414050614;7,31
5414050713;9,6
5414110012;7,3
5414410095;3,62
5414707006;114,53
5414821003;10,1
5414821004;17,2
5415122279;10,9
5415213160;69,1
5415213161;69,9
5415824014;49,8
5415830244;67,16
5415831512;278,1
5415831581;9,6
5415832011;89,76
5416120974;39,58
5416250001;2,22
5417210030;160,64
5417410021;301,6
5417410027;500
5417410028;300
5417414001;10,89
5417530113;364,97
5417557077;113,75
5418050091;23,13
5418240064;118,24
5418545641;18,49
5418612405;6
5420021612;59,19
5420402255;49,92
5420404581;89,39
5420610263;25,86
5420610265;30,37
5420630842;117,98
5420724231;229,74
5420740841;239,7
5420949542;89,95
5423563662;366,16
5430010612;72,08
5430011000;18,62
5430011077;0,49
5430011112;0,28
5430011417;1,4
5430012933;2,29
5430013028;126,33
5430013488;1,36
5430013601;37,34
5430013646;135,5
5430013648;75,34
5430013649;11
5430013651;123,46
5430014063;135,43
5430020707;7,3
5430020727;91,11
5430020728;152,4
5430020729;10,76
5430021416;10,26
5430950003;5,25
5430950040;5,1
5430950074;44,5
5430950075;4,35
5430960027;80
5431950084;99,75
5431960003;89,78
5432950212;83,5
5432950220;96,25
5437960027;111,5
5450000010;264,07
5450000015;456,75
5450000020;421,63
5450000030;503,57
5450000100;2,1
5450004031;1,8
5450004501;250,82
5450016032;1,39
5450150011;2,57
5450150013;3,68
5450150021;2,7
5450150603;12
5450152203;30
5450152506;0,37
5450152510;26,86
5450250012;12
5451751030;64,51
5452300002;705,69
5452300003;474
5452300004;1105
5452300005;7,72
5452309703;32,92
5452309903;6,98
5453205315;1208,53
5453205316;12,07
5453205318;2,58
5457810220;85,36
5457832530;25,72
5459135120;5,01
5460162807;1,81
5500101091;415,88
5501000387;3835,44
5501000766;74,46
5501001169;1468,18
5501400476;45,2
5501400485;97,55
5501400487;97,55
5501401011;125,8
5501401015;42,11
5501401021;42,11
5501401024;125,8
5501401127;66,82
5501401152;125,8
5501401153;71,58
5501401181;71,58
5501401500;66,82
5501800601;74,38
5502000308;58,91
5502000309;68,85
5502000310;335,75
5502200041;51,15
5502200043;61,2
5502400159;1,76
5502400328;0,14
5502600210;8,31
5502600212;8,31
5502800018;1,02
5502800030;1,22
5502800153;1,98
5502800369;11,32
5502800459;0,94
5502800973;11,11
5502801641;12,24
5550000159;16,99
5600009912;7,36
5880203253;0,3
5880203254;84,6
5880203255;0,18
5880203256;17,52
5880203258;0,42
5880203271;0,33
5880203280;171,6
5880203310;52,8
5880269929;436,24
5880271250;2,4
5880271251;12,96
5880271257;36
5880271305;11,4
5880271602;6,72
5880271608;9,5
5880271609;5,83
5880271636;0,33
5880271637;0,28
5880271665;172,2
5880271666;163,2
5880271667;172,8
5880271729;64,2
5880271771;11,85
5880271772;11,85
5880280028;8,02
5880280039;2,94
5881010128;0,66
5881011054;2,04
5881011161;1,05
5881011168;0,69
5881011252;1,35
5881011253;0,9
5881020015;10,24
5881020016;11,91
5881061019;26,4
5881061021;28,2
5881081001;15,3
5881112003;7,2
5882690182;321
5900600500;175,84
5910003201;73,37
5910005620;3,74
6000000014;15,9
6000000114;1,03
6000100014;17,69
6000110014;22,09
6001000014;8,9
6001100014;14,58
6001110014;15,66
6001200014;13,86
6001210014;15,88
6090010000;0,73
6090010014;1,03
6100000007;2,78
6100010007;1,58
6100500066;0,43
6102100007;7,14
6102110007;12,74
6102110010;5,23
6102120007;9,66
6104320019;16,65
6104320119;13,72
6110000081;9,14
6110010011;1,98
6110528112;24,18
6112100010;9,94
6112100011;9,51
6112100012;8,29
6112110010;9,34
6112110011;22,07
6112110012;12,01
6112120010;10,05
6112120011;23,04
6112120012;12,9
6120010012;2,4
6120040014;1,61
6120090018;35,36
6120121000;164
6120161000;99
6120181000;105,4
6120770012;16,98
6120770014;9,11
6120770016;26,04
6120770018;36,79
6120780012;36,79
6120780014;22,84
6120780016;73,58
6120780018;93,39
6121040012;2,89
6121040014;3,17
6121040016;5,38
6121040018;6,23
6121770012;35,09
6121770016;62,43
6121770114;30,51
6121780012;12,74
6121780014;11,2
6121780016;28,58
6121780114;13,26
6150000038;2,26
6150000052;2,7
6150000065;3
6150000075;3,95
6150040019;80
6150080013;0,79
6150080014;0,54
6150100013;2,1
6150100018;3,69
6150120018;1,2
6150130022;3,01
6150190029;5,73
6150250036;6,5
6150320007;7,61
6150320042;5,13
6150320045;6,77
6150380050;13,09
6150381050;4,63
6150420055;16,61
6150510063;7,48
6150510163;2,57
6150600010;7,89
6150600013;479,8
6150600070;4,91
6150760012;5,01
6150760013;10,23
6150770094;5,99
6150800013;333,9
6150800019;0
6150860091;7,08
6150860193;4,21
6151020014;7,82
6151020110;3,08
6151020112;6,6
6151020114;10,39
6151020118;19,61
6151021002;16,94
6151021214;6,54
6151021504;41,9
6151100126;20,18
6151200013;858,7
6151200019;1290,35
6151250000;16,79
6151250141;24,28
6151270016;11,47
6151270116;20,42
6151270146;27,17
6151271216;9,7
6151460018;14,09
6151500000;52,05
6151500018;11,78
6151500125;2270,69
6151500132;3220
6151500138;6120
6151501125;2000,93
6151520172;33,39
6151600125;2570,48
6151600132;3327,8
6151601125;2144,35
6151603000;6,11
6152000119;856,1
6152000125;3510,32
6152000132;3510,32
6152001125;1443
6152003000;4,77
6155051014;0,37
6155081016;0,48
6155081219;0,76
6155116016;4,12
6155116020;6,17
6160000050;3,96
6160000062;3,96
6160000080;4,04
6160000086;4,04
6160000098;4,04
6160000104;5,9
6160000114;5,9
6160000128;7,7
6160000138;6,25
6160000158;6,66
6160000160;3,05
6160000178;7,12
6160080008;0,26
6160080014;0,47
6160090009;0,26
6160100010;0,28
6160110011;0,28
6160110017;0,49
6160120012;0,29
6160130013;0,29
6160130020;0,36
6160140014;0,31
6160140047;3,4
6160150015;0,31
6160150024;0,45
6160160016;0,34
6160170017;0,34
6160190028;0,47
6160220032;0,49
6160260038;0,49
6160300040;0,55
6160320044;0,75
6160350050;0,56
6160380050;0,76
6160440056;0,45
6160480051;0,65
6160500065;0,91
6160580075;0,59
6160600063;0,68
6160640067;0,75
6160680073;1,09
6160800085;1,13
6160850093;3,36
6160860091;1,15
6160920097;1,18
6161040112;1,27
6161130121;1,31
6161400148;2,68
6161620174;3,04
6161750187;3,13
6169050012;0,29
6510030274;17,43
6510050003;0,79
6510070002;8,64
6510170292;459,61
6510310026;92,51
6510310035;118,9
6520001208;18,91
6520006002;4,03
6520006004;4,09
6520006008;12,62
6520006011;13,68
6520006202;3,85
6520006204;4,59
6520006205;5,36
6520006207;9,38
6520007313;87,36
6520012111;33,19
6520014156;54,96
6520026312;50,73
6520032018;61,86
6520200160;15,45
6520531330;349
6521002214;84,54
6521300371;43,65
6521300472;201
6521300528;455
6521310125;14,63
6521310140;16,24
6521320125;16,41
6521320140;17,83
6521320180;22,37
6521320224;29,51
6521801610;23,4
6522001600;1831,81
6522001601;477,5
6522001602;178,76
6522002215;105,28
6522004114;118,32
6522006207;25,87
6522022205;39,26
6522022210;49,77
6522022213;83
6522022214;95,93
6522107201;545,7
6522107202;99,15
6522500205;20,18
6522500208;57,44
6522500209;36,48
6522500212;73,16
6522501209;36,57
6522502012;33,97
6522622838;12,42
6522921060;51,76
6530221610;6,5
6530222012;7,74
6530242012;8,23
6530252012;7,74
6530322012;7,74
6530322517;9,82
6530452012;7,74
6530503535;12,97
6530554040;43,89
6530603535;31,99
6531610014;6,5
6531610019;6,5
6531610025;6,5
6531610042;6,5
6532010510;42,53
6532010511;19,85
6532010513;73,22
6542000310;10,54
6542000313;13,03
6542000314;21,58
6550000040;0,28
6550000042;0,34
6550000060;0,63
6550000090;1,74
6550010035;0,17
6550010070;0,79
6550010080;0,81
6550010140;4,79
6550020018;0,07
6552030510;6,87
6552030513;8,23
6552040010;3,46
6552040013;3,38
6552503535;69,18
6553153535;94,71
6560183007;2,09
6560304707;2,91
6560506508;2,53
6560507208;21,69
6560557008;3,68
6560557210;4,17
6560557212;2,78
6560658512;4,78
6561051312;9,31
6562206880;2,91
6562503535;82,4
